"ID","Symbol","Security","Wikipedia_URL","Intro"
"446","TJX","TJX Companies","https://en.wikipedia.org/wiki/TJX_Companies","The TJX Companies, Inc. is an American multinational off-price department store corporation, headquartered in Framingham, Massachusetts. It was formed as a subsidiary of Zayre Corp. in 1987, and became the legal successor to Zayre Corp. following a company reorganization in 1989."
"447","TKO","TKO Group Holdings","https://en.wikipedia.org/wiki/TKO_Group_Holdings","TKO Group Holdings, Inc. (TKO) is an American sports and sports entertainment company. Established on September 12, 2023, the public company was formed by a merger between Endeavor subsidiary Zuffa—the parent company of mixed martial arts promotion Ultimate Fighting Championship (UFC)—and the professional wrestling promotion World Wrestling Entertainment (WWE)."
"448","TTD","Trade Desk (The)","https://en.wikipedia.org/wiki/The_Trade_Desk","The Trade Desk, Inc. is an American multinational technology company that specializes in real-time programmatic marketing automation technologies, products, and services, designed to personalize digital content delivery to users."
"449","TSCO","Tractor Supply","https://en.wikipedia.org/wiki/Tractor_Supply","Tractor Supply Company, founded in 1938, is an American chain store that sells home improvement, agriculture, lawn and garden maintenance, livestock, equine and pet care equipment and supplies. It caters to farmers, ranchers, pet owners, and landowners. As of 2024, the company had 2,250 stores. It is based in Brentwood, Tennessee. It is publicly traded on the Nasdaq under the symbol TSCO and is a Fortune 500 company."
"450","TT","Trane Technologies","https://en.wikipedia.org/wiki/Trane_Technologies","Trane Technologies plc is an American-Irish domiciled company focused on heating, ventilation, and air conditioning (HVAC) and refrigeration systems. The company traces its corporate history back more than 150 years and was created after a series of mergers and spin-offs. In 2008, HVAC manufacturer Trane was acquired by Ingersoll Rand, a US industrial tools manufacturer. In 2020, the tools business was spun off as Ingersoll Rand and the remaining company was renamed Trane Technologies."
"451","TDG","TransDigm Group","https://en.wikipedia.org/wiki/TransDigm_Group","TransDigm Group Incorporated is an American publicly traded aerospace manufacturing company headquartered in Cleveland, Ohio. TransDigm develops and manufactures engineered aerospace components. It was founded in 1993, when four industrial aerospace companies were combined by a private equity firm in a leveraged buyout. TransDigm expanded the range of aerospace components it manufactures through acquisitions over the years. It filed an initial public offering on the New York Stock Exchange in 2006."
"452","TRV","Travelers Companies (The)","https://en.wikipedia.org/wiki/The_Travelers_Companies","The Travelers Companies, Inc., commonly known as Travelers, is an American multinational insurance company. It is the second-largest writer of U.S. commercial property casualty insurance, and the sixth-largest writer of U.S. personal insurance through independent agents. Travelers is incorporated in Minnesota, with headquarters in New York City, and its largest office in Hartford, Connecticut. It has been a component of the Dow Jones Industrial Average since June 8, 2009."
"453","TRMB","Trimble Inc.","https://en.wikipedia.org/wiki/Trimble_Inc.","Trimble Inc. is an American software, hardware, and services technology company. Trimble also develops hardware for Vehicle tracking systems including global navigation satellite system (GNSS) receivers, scanners, total stations, laser rangefinders, unmanned aerial vehicles (UAVs), inertial navigation systems and software processing tools."
"454","TFC","Truist Financial","https://en.wikipedia.org/wiki/Truist_Financial","Truist Financial Corporation is an American bank holding company headquartered in Charlotte, North Carolina. The company was formed in December 2019 as the result of the merger of BB&T and SunTrust. Its bank operates 1,928 branches in 15 states and Washington, D.C., offering consumer, commercial, and investment banking, securities brokerage, asset management, mortgage, and insurance products and services. It is on the list of largest banks in the United States by assets; as of May 2025, it is the tenth-largest bank, with $523 billion in assets."
"455","TYL","Tyler Technologies","https://en.wikipedia.org/wiki/Tyler_Technologies","Tyler Technologies, Inc., based in Plano, Texas, is a provider of proprietary software to the United States public sector. Tyler Technologies has offices in 17 states and one in Toronto, Ontario, Canada."
"456","TSN","Tyson Foods","https://en.wikipedia.org/wiki/Tyson_Foods","Tyson Foods, Inc. is an American multinational corporation based in Springdale, Arkansas that operates in the food industry. The company is the world's second-largest processor and marketer of chicken, beef, and pork after JBS S.A. It is the largest meat company in America. It annually exports the largest percentage of beef out of the United States. Together with its subsidiaries, it operates major food brands, including Jimmy Dean, Hillshire Farm, Ball Park, Wright Brand, Aidells, and State Fair. Tyson Foods ranked No. 79 in the 2020 Fortune 500 list of the largest United States corporations by total revenue."
"457","USB","U.S. Bancorp","https://en.wikipedia.org/wiki/U.S._Bancorp","U.S. Bancorp is an American multinational financial services firm headquartered in Minneapolis, Minnesota and incorporated in Delaware. It is the 5th-largest bank in the United States as of 2025. As the largest bank in the Midwestern United States, it is considered systemically important by the Financial Stability Board. It is the parent company of its primary operating entity, U.S. Bank National Association, which does business as U.S. Bank. The company provides banking, investment, mortgage, trust, and payment services products to individuals, businesses, governmental entities, and other financial institutions."
"458","UBER","Uber","https://en.wikipedia.org/wiki/Uber","Uber Technologies, Inc. is an American multinational transportation company that provides ride-hailing services, courier services, food delivery, and freight transport. It is headquartered in San Francisco, California, and operates in approximately 70 countries and 15,000 cities worldwide. It is the largest ridesharing company worldwide with over 180 million monthly active users and 6 million active drivers and couriers. It coordinates an average of 36 million trips and delivery orders per day, and has coordinated 64 billion trips and delivery orders since its inception in 2010. In the second quarter of 2025, the company had a take rate of 30.6% for mobility services and 18.8% for food delivery."
